Gene name,Common canary gene name,Common carp gene name,Common wall lizard gene name,Common wombat gene name,Coquerel's sifaka gene name
SNORD14D,SNORD14,,SNORD14,,
SNORD14C,SNORD14,,,SNORD14,
,,,,,
CLMP,CLMP,,CLMP,CLMP,CLMP
CLMP,CLMP,,CLMP,CLMP,CLMP
CLMP,CLMP,,CLMP,CLMP,CLMP
CLMP,CLMP,,CLMP,CLMP,CLMP
CLMP,CLMP,jam2a,CLMP,CLMP,CLMP
CLMP,CLMP,jam2b,CLMP,CLMP,CLMP
CLMP,CLMP,jam2a,CLMP,CLMP,CLMP
LINC01834,,,,,
,,,,,
RNU6-577P,,,,,
TMEM178A,,tmem178a,TMEM178A,TMEM178A,TMEM178A
TMEM178A,,tmem178a,TMEM178A,TMEM178A,TMEM178A
,,,,,
,,,,,
,,,,,
,,,,,
ATP2A3,ATP2A3,atp2a3,ATP2A3,ATP2A3,ATP2A3
ATP2A3,ATP2A3,atp2a3,ATP2A3,ATP2A3,ATP2A3
,,,,,
,,,,,
VWA3B,,,,,VWA3B
VWA3B,,,,,VWA3B
VWA3B,,,,,VWA3B
VWA3B,,,,,VWA3B
,,,,,
,,,,,
U8,,,,U8,
PHB1P17,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CCDC86-AS1,,,,,
,,,,,
CCDC86,,ccdc86,,,CCDC86
CCDC86,,ccdc86,,,CCDC86
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PTGDR2,,,,PTGDR2,PTGDR2
RNU6-220P,,,,,
,,,,,
RHPN1,RHPN1,,RHPN1,RHPN1,RHPN1
ZP1,ZP1,zpax4,,,
PSG11-AS1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02990,,,,,
,,,,,
,,,,,
PRPF19,PRPF19,prpf19,PRPF19,PRPF19,PRPF19
PRPF19,PRPF19,prpf19,PRPF19,PRPF19,PRPF19
,,,,,
,,,,,
FAM90A24,,,,,
LY6S,,,,,
,,,,,
,,,,,
ZNF606-AS1,,,,,
MIR4472-1,,,,,
TSNARE1,TSNARE1,tsnare1,TSNARE1,,TSNARE1
TSNARE1,TSNARE1,,TSNARE1,,TSNARE1
ATP5F1BP1,,,,,
RPL34P8,,,,,
,,,,,
,,,,,
CENPNP2,,,,,
,,,,,
VN2R19P,,,,,
MIR4771-2,,,,,
,,,,,
MERTK,MERTK,mertka,MERTK,MERTK,MERTK
MERTK,MERTK,mertka,MERTK,MERTK,MERTK
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TMEM109,,si:dkey-9i23.15,TMEM109,TMEM109,TMEM109
RAB11B-AS1,,,,,
RN7SL260P,,,,,
,,,,,
ADGRB1,ADGRB1,,ADGRB1,ADGRB1,ADGRB1
ADGRB1,ADGRB1,,ADGRB1,ADGRB1,ADGRB1
ADGRB1,ADGRB1,adgrb1a,ADGRB1,ADGRB1,ADGRB1
ADGRB1,ADGRB1,,ADGRB1,ADGRB1,ADGRB1
CCDC34,CCDC34,,CCDC34,,CCDC34
,,,,,
GOLGA2P9,,,,,
ZC3H6,ZC3H6,,ZC3H6,ZC3H6,ZC3H6
ZC3H6,ZC3H6,,ZC3H6,ZC3H6,ZC3H6
RGPD8,,ranbp3a,,,
RGPD8,,ranbp3a,,,
LGR4,LGR4,lgr4,LGR4,LGR4,LGR4
LGR4,LGR4,lgr4,LGR4,LGR4,LGR4
,,,,,
LINC01975,,,,,
,,,,,
RNA5SP434,,,,,
LINC02092,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TMEM220-AS1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PTOV1-AS1,,,,,
MROH4P,,,,,
,,,,,
,,,,,
RPS27AP13,,,,,
,,,,,
LGR4-AS1,,,,,
RNU6-1331P,,,,,
TCEA1,TCEA1,tcea1,TCEA1,,TCEA1
TCEA1,TCEA1,tcea1,TCEA1,,TCEA1
TCEA1,TCEA1,tcea1,TCEA1,,TCEA1
TCEA1,TCEA1,tcea1,TCEA1,,TCEA1
,,,,,
,,,,,
,,,,,
,,,,,
LIN7C,LIN7C,lin7c,LIN7C,LIN7C,LIN7C
LIN7C,LIN7C,lin7c,LIN7C,LIN7C,LIN7C
,,,,,
,,,,,
BDNF-AS,,,,,
RANBP3-DT,,,,,
ZNF652-AS1,,,,,
GPD2,GPD2,gpd2,GPD2,,GPD2
GPD2,GPD2,gpd2,GPD2,,GPD2
GPD2,GPD2,gpd2,GPD2,,GPD2
GPD2,GPD2,gpd2,GPD2,,GPD2
,,,,,
,,,,,
SP2-AS1,,,,,
,,,,,
LINC01859,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01858,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LYPLA1,LYPLA1,,LYPLA1,,LYPLA1
LYPLA1,LYPLA1,,LYPLA1,,LYPLA1
LENG8-AS1,,,,,
RBM45,RBM45,rbm45,,RBM45,RBM45
RBM45,RBM45,rbm45,,RBM45,RBM45
CD300LD-AS1,,,,,
DOCK6-AS1,,,,,
CNOT9,CNOT9,cnot9,CNOT9,,CNOT9
CNOT9,CNOT9,cnot9,CNOT9,,CNOT9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01766,,,,,
TWIST2,TWIST2,twist2,TWIST2,TWIST2,TWIST2
TWIST2,TWIST2,twist2,TWIST2,TWIST2,TWIST2
ARHGEF4,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02841,,,,,
LINC03103,,,,,
KLHL21,,klhl21,KLHL21,KLHL21,KLHL21
KLHL21,,klhl21,KLHL21,KLHL21,KLHL21
MIR8087,,,,,
RNA5SP339,,,,,
,,,,,
PHF13,,phf13,PHF13,PHF13,PHF13
PHF13,,phf13,PHF13,PHF13,PHF13
BDNF,BDNF,bdnf,BDNF,BDNF,BDNF
BDNF,BDNF,bdnf,BDNF,BDNF,BDNF
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01002,,,,,
KLHL12,KLHL12,,,KLHL12,
MSH6,MSH6,msh6,MSH6,MSH6,MSH6
MSH6,MSH6,msh6,MSH6,MSH6,MSH6
HNRNPA1P59,,,,,
Y_RNA,,,,,
,,,,,
ADIPOR1,,,,ADIPOR1,ADIPOR1
CBX3P1,,,,,
HSP90AA2P,,,,,
,,,,,
KIF18A,KIF18A,,KIF18A,KIF18A,KIF18A
CYB5R1,,,,CYB5R1,CYB5R1
MIR610,,,,,
ATP5MGP8,,,,,
,,,,,
,,,,,
FLRT1,,FLRT1,FLRT1,FLRT1,FLRT1
FLRT1,,FLRT1,FLRT1,FLRT1,FLRT1
FLRT1,,flrt1b,FLRT1,FLRT1,FLRT1
FLRT1,,flrt1b,FLRT1,FLRT1,FLRT1
,,,,,
,,,,,
RPL12P46,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TMEM183A,TMEM183A,tmem183a,TMEM183A,TMEM183A,TMEM183A
TMEM183A,TMEM183A,tmem183a,TMEM183A,TMEM183A,TMEM183A
RPL29P11,,,,,
TMEM135,TMEM135,tmem135,TMEM135,TMEM135,TMEM135
LRRFIP2,LRRFIP2,lrrfip2,LRRFIP2,,LRRFIP2
LRRFIP2,LRRFIP2,lrrfip2,LRRFIP2,,LRRFIP2
CRIPTOP5,,,,,
,,,,,
Metazoa_SRP,,,,,
MRPL15,MRPL15,,MRPL15,,MRPL15
MRPL15,MRPL15,,MRPL15,,MRPL15
MYOG,MYOG,myog,MYOG,MYOG,MYOG
MYOG,MYOG,myog,MYOG,MYOG,MYOG
CTDSP1,CTDSP1,,CTDSP1,CTDSP1,CTDSP1
CTDSP1,CTDSP1,,CTDSP1,CTDSP1,CTDSP1
,,,,,
MYBPH,MYBPH,mybphb,MYBPH,MYBPH,MYBPH
MYBPH,MYBPH,mybpha,MYBPH,MYBPH,MYBPH
MYBPH,MYBPH,mybphb,MYBPH,MYBPH,MYBPH
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CHI3L1,,,,CHI3L1,CHI3L1
,,,,,
,,,,,
LINC00661,,,,,
ASXL2,,asxl2,,ASXL2,ASXL2
ASXL2,,asxl2,,ASXL2,ASXL2
RNU6ATAC32P,,,,,
,,,,,
C1GALT1P3,,,,,
NARS1P2,,,,,
DEFB136,,,,,DEFB136
DEFB134,,,,,DEFB134
,,,,,
ADAM3A,,,,,
,,,,,
MIMT1,,,,,
,,,,,
PSMA2P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02757,,,,,
RNU6-360P,,,,,
RPL9P14,,,,,
RNA5SP116,,,,,
RPL12P17,,,,,
,,,,,
CRYGEP,,,,,
,,,,,
,,,,,
CRYGD,,,,,
CRYGD,,,,,
,,,,,
,,,,,
,,,,,
LINC00958,,,,,
CRYGC,,,,,CRYGC
CRYGC,,,,,CRYGC
UBR4,UBR4,,UBR4,,UBR4
UBR4,UBR4,,UBR4,,UBR4
UBR4,UBR4,,UBR4,,UBR4
UBR4,UBR4,,UBR4,,UBR4
,,,,,
,,,,,
FAM136A,,fam136a,FAM136A,,FAM136A
FAM136A,,fam136a,FAM136A,,FAM136A
FAM136A,,fam136a,FAM136A,,FAM136A
FAM136A,,fam136a,FAM136A,,FAM136A
,,,,,
RASSF10-DT,,,,,
NELL1,NELL1,,NELL1,NELL1,NELL1
,,,,,
,,,,,
SMIM39,,,,,
,,,,,
,,,,,
DBIL5P2,,,,,
DBIL5P2,,,,,
,,,,,
CARD8-AS1,,,,,
FUNDC2P2,,,,,
,,,,,
ZNF114-AS1,,,,,
HNRNPA1P57,,,,,
,,,,,
RPL38P2,,,,,
,,,,,
PAFAH1B1P2,,,,,
,,,,,
ATP5F1AP2,,,,,
,,,,,
DNAJB3,,,,,
DNAJB3,,,,,
EMP3,,emp3a,EMP3,,EMP3
EMP3,,emp3b,EMP3,,EMP3
EMP3,,emp3b,EMP3,,EMP3
,,,,,
NOC2LP1,,,,,
RPS4XP5,,,,,
,,,,,
GPAA1P2,,,,,
MYADML,,,,,
,,,,,
,,,,,
VINAC1P,,,,,
PRORSD1P,,,,,
AHSA2P,,,,,
INO80D,INO80D,ino80da,INO80D,INO80D,INO80D
INO80D,INO80D,ino80da,INO80D,INO80D,INO80D
,,,,,
,,,,,
IER2,,ier2b,IER2,,
,,,,,
NDUFS1,NDUFS1,ndufs1,NDUFS1,NDUFS1,
NDUFS1,NDUFS1,ndufs1,NDUFS1,NDUFS1,
,,,,,
,,,,,
,,,,,
,,,,,
PIK3R2,PIK3R2,pik3r2,PIK3R2,PIK3R2,PIK3R2
PIK3R2,PIK3R2,pik3r2,PIK3R2,PIK3R2,PIK3R2
Y_RNA,,,,,
PRSS46P,,,,,
RPL7AP80,,,,,
,,,,,
,,,,,
,,,,,
ADAM5,,,,,
MYL3,MYL3,myl13,MYL3,,MYL3
MYL3,MYL3,myl13,MYL3,,MYL3
,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,si:ch211-264f5.6,,,
PSG5,,,,,
PSG5,,,,,
PSG5,,,,,
ADAM3A,,,,,
,,,,,
RNA5SP336,,,,,
ADAM18,,adam10a,,,
ADAM18,,,,,
ADAM18,,adam10a,,,
ADAM18,,,,,
ADAM18,,,,,
ADAM18,,adam9b,,,
,,,,,
,,,,,
,,,,,
UQCRC1,UQCRC1,,UQCRC1,UQCRC1,UQCRC1
UQCRC1,UQCRC1,uqcrc1,UQCRC1,UQCRC1,UQCRC1
RNA5SP337,,,,,
MAML2,,zmp:0000001236,MAML2,MAML2,MAML2
MAML2,,,MAML2,MAML2,MAML2
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,si:ch211-264f5.6,,,
PSG4,,,,,
PSG4,,,,,
PSG4,,,,,
JRKL,,,,,JRKL
AKTIPP3,,,,,
MED28P5,,,,,
,,,,,
LINC02553,,,,,
RNA5SP347,,,,,
,,,,,
LIPT2-AS1,,,,,
,,,,,
,,,,,
,,,,,
XNDC1CP,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MIR6073,,,,,
,,,,,
LINC01488,,,,,
,,,,,
BACE1-AS,,,,,
,,,,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
RPLP2,RPLP2,rplp2l,RPLP2,,
,,,,,
,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,si:ch211-264f5.6,,,
PSG9,,,,,
PSG9,,,,,
PSG9,,,,,
CARD16,,casp8,,,
CARD16,,casp8,,,
CARD16,,,,,
CARD16,,,,,
CARD16,,,,,
CARD16,,casp20,,,
CARD16,,casp20,,,
CARD16,,,,,
CD3D,,,,,
EEF1B2,EEF1B2,eef1b2,EEF1B2,,EEF1B2
MST1R,MST1R,mst1ra,MST1R,MST1R,MST1R
MST1R,MST1R,mst1ra,MST1R,MST1R,MST1R
MST1R,MST1R,,MST1R,MST1R,MST1R
MST1R,MST1R,,MST1R,MST1R,MST1R
AKR7L,,akr7a3,AKR7L,AKR7L,AKR7L
SPTBN2,,sptbn2,SPTBN2,SPTBN2,SPTBN2
ADAM2,,adam10a,,,
ADAM2,,,,,
ADAM2,,adam10a,,,
ADAM2,,,,,
ADAM2,,,,,
ADAM2,,adam9b,,,
MRTO4,MRTO4,,,,MRTO4
MRTO4,MRTO4,,,,MRTO4
MRTO4,MRTO4,,,,MRTO4
MRTO4,MRTO4,,,,MRTO4
ZDBF2,,,,,ZDBF2
CEACAMP10,,,,,
,,,,,
CEACAMP11,,,,,
CEACAMP4,,,,,
LINC03078,,,,,
CD177,,,,,CD177
,,,,,
TUBA4B,,,,,
TUBA4B,,,,,
,,,,,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
AKR7A3,,zgc:110782,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,zgc:101765,,AKR7A3,
AKR7A3,,,,AKR7A3,
AKR7A3,,zgc:110366,,AKR7A3,
AKR7A3,,zgc:56622,,AKR7A3,
AKR7A3,,akr1a1a,,AKR7A3,
FAM95A,,,,,
EIF5B,EIF5B,,,EIF5B,
RNU6-1099P,,,,,
SLC66A1,SLC66A1,slc66a1,SLC66A1,,SLC66A1
SLC66A1,SLC66A1,slc66a1,SLC66A1,,SLC66A1
SEMA3F,SEMA3F,sema3fb,SEMA3F,SEMA3F,SEMA3F
SEMA3F,SEMA3F,sema3fb,SEMA3F,SEMA3F,SEMA3F
SEMA3F,SEMA3F,sema3fa,SEMA3F,SEMA3F,SEMA3F
SEMA3F,SEMA3F,sema3fa,SEMA3F,SEMA3F,SEMA3F
,,,,,
PHLDB3,,PHLDB3,,PHLDB3,PHLDB3
PHLDB3,,PHLDB3,,PHLDB3,PHLDB3
SPTBN1,SPTBN1,SPTBN1,SPTBN1,SPTBN1,SPTBN1
SPTBN1,SPTBN1,SPTBN1,SPTBN1,SPTBN1,SPTBN1
RN7SL277P,,,,,
COX7CP2,,,,,
,,,,,
SLC25A39P1,,,,,
,,,,,
RABIF,,rabif,RABIF,,RABIF
PLAAT4,,,,,PLAAT4
PEAK3,,,,,
,,,,,
CHIT1,,,,CHIT1,CHIT1
CHIT1,,,,CHIT1,CHIT1
CHIT1,,,,CHIT1,CHIT1
ZNF8-DT,,,,,
,,,,,
,,,,,
ACAT1,ACAT1,acat1,ACAT1,ACAT1,ACAT1
ACAT1,ACAT1,acat1,ACAT1,ACAT1,ACAT1
,,,,,
,,,,,
,,,,,
ZNF584-DT,,,,,
,,,,,
,,,,,
,,,,,
ZNF8-ERVK3-1,,,,,
ERVK3-1,,,,,
NPM1P40,,,,,
,,,,,
PPFIA4,PPFIA4,ppfia4,PPFIA4,PPFIA4,PPFIA4
PPFIA4,PPFIA4,ppfia4,PPFIA4,PPFIA4,PPFIA4
INTS8,INTS8,ints8,INTS8,INTS8,INTS8
INTS8,INTS8,,INTS8,INTS8,INTS8
INTS8,INTS8,ints8,INTS8,INTS8,INTS8
,,,,,
TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2
TGFBR2,TGFBR2,,TGFBR2,TGFBR2,TGFBR2
TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2
TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2
ZSCAN22,,,,,ZSCAN22
,,,,,
AURKC,,,,,
AURKC,,,,,
KLHL25P1,,,,,
,,,,,
DAZL,,dazl,,,
DAZL,,dazl,,,
COPB1,COPB1,copb1,COPB1,COPB1,COPB1
COPB1,COPB1,copb1,COPB1,COPB1,COPB1
OR6B3,,,,,
RNU2-39P,,,,,
,,,,,
SETDB1,SETDB1,setdb1a,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1b,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1a,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1b,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1a,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1b,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1a,SETDB1,,SETDB1
SETDB1,SETDB1,setdb1b,SETDB1,,SETDB1
SPR,,sprb,SPR,SPR,SPR
SPR,,sprb,SPR,SPR,SPR
SPR,,spra,SPR,SPR,SPR
EMX1,,emx1,EMX1,EMX1,EMX1
EMX1,,emx1,EMX1,EMX1,EMX1
,,,,,
SFXN5,SFXN5,sfxn5a,SFXN5,SFXN5,SFXN5
SFXN5,SFXN5,sfxn5a,SFXN5,SFXN5,SFXN5
SFXN5,SFXN5,sfxn5b,SFXN5,SFXN5,SFXN5
SFXN5,SFXN5,sfxn5b,SFXN5,SFXN5,SFXN5
ZNF621,,,,,ZNF621
ZNF805,,,,,ZNF805
ZNF460-AS1,,,,,
,,,,,
ZNF460,,,,,ZNF460
ZNF460,,,,,ZNF460
,,,,,
,,,,,
,,,,,
ZNF543,,,,,ZNF543
ZNF543,,,,,ZNF543
ZNF543,,,,,ZNF543
,,,,,
ZNF304,,zfx,,,ZNF304
ZNF304,,,,,ZNF304
ZNF304,,zfx,,,ZNF304
ZNF304,,,,,ZNF304
ZNF547,,,,,ZNF547
CTNNB1,CTNNB1,ctnnb1,CTNNB1,CTNNB1,CTNNB1
CTNNB1,CTNNB1,ctnnb1,CTNNB1,CTNNB1,CTNNB1
TRAPPC2B,,,,,
RNU7-49P,,,,,
RAB11FIP5,,,RAB11FIP5,,RAB11FIP5
RAB11FIP5,,rab11fip5b,RAB11FIP5,,RAB11FIP5
