HGNC ID	UniProt ID(supplied by UniProt)
HGNC:36542	
HGNC:48340	
HGNC:10334	P62899
HGNC:10335	
HGNC:16575	
HGNC:16549	
HGNC:23546	
HGNC:23547	
HGNC:31032	
HGNC:31325	
HGNC:31324	
HGNC:31893	
HGNC:33180	
HGNC:35849	
HGNC:35546	
HGNC:35598	
HGNC:35477	
HGNC:36339	
HGNC:36001	
HGNC:36995	
HGNC:35833	
HGNC:35589	
HGNC:36303	
HGNC:36245	
HGNC:36430	
HGNC:36096	
HGNC:36353	
HGNC:36698	
HGNC:36063	
HGNC:36275	
HGNC:36253	
HGNC:36647	
HGNC:35679	
HGNC:35678	
HGNC:35719	
HGNC:36886	
HGNC:35853	
HGNC:36932	
HGNC:36676	
HGNC:36197	
HGNC:36834	
HGNC:35995	
HGNC:36134	
HGNC:36720	
HGNC:36930	
HGNC:36512	
HGNC:35523	
HGNC:36796	
HGNC:35559	
HGNC:36124	
HGNC:36129	
HGNC:35909	
HGNC:36799	
HGNC:35600	
HGNC:36607	
HGNC:35749	
HGNC:36077	
HGNC:36982	
HGNC:36336	
HGNC:35703	
HGNC:35862	
HGNC:36975	
HGNC:36123	
HGNC:35635	
HGNC:36569	
HGNC:35666	
HGNC:56627	
HGNC:10336	P62910
HGNC:10339	
HGNC:31033	
HGNC:27024	
HGNC:10337	
HGNC:10338	
HGNC:36655	
HGNC:35804	
HGNC:36414	
HGNC:35481	
HGNC:35641	
HGNC:35723	
HGNC:36600	
HGNC:35950	
HGNC:37038	
HGNC:36119	
HGNC:36086	
HGNC:36251	
HGNC:36301	
HGNC:36743	
HGNC:35934	
HGNC:36363	
HGNC:36694	
HGNC:36007	
HGNC:36722	
HGNC:35721	
HGNC:36027	
HGNC:36924	
HGNC:36328	
HGNC:35771	
HGNC:36729	
HGNC:37035	
HGNC:36024	
HGNC:36231	
HGNC:35903	
HGNC:36547	
HGNC:36613	
HGNC:56998	
HGNC:10340	P49207
HGNC:26749	
HGNC:10341	
HGNC:10342	
HGNC:10343	
HGNC:36665	
HGNC:36527	
HGNC:35810	
HGNC:35575	
HGNC:36963	
HGNC:36771	
HGNC:36962	
HGNC:36412	
HGNC:35845	
HGNC:36398	
HGNC:35927	
HGNC:35965	
HGNC:37033	
HGNC:36636	
HGNC:35968	
HGNC:36925	
HGNC:35535	
HGNC:35677	
HGNC:36454	
HGNC:35820	
HGNC:36823	
HGNC:35895	
HGNC:36100	
HGNC:36369	
HGNC:36781	
HGNC:35631	
HGNC:36477	
HGNC:36899	
HGNC:36902	
HGNC:36666	
HGNC:35848	
HGNC:35798	
HGNC:55008	
HGNC:10344	P42766
HGNC:10345	P18077
HGNC:16546	
HGNC:19914	
HGNC:21117	
HGNC:33460	
HGNC:35570	
HGNC:36793	
HGNC:36212	
HGNC:36976	
HGNC:35643	
HGNC:35905	
HGNC:35708	
HGNC:36068	
HGNC:35916	
HGNC:36783	
HGNC:36974	
HGNC:35485	
HGNC:36384	
HGNC:36812	
HGNC:36631	
HGNC:36053	
HGNC:36814	
HGNC:35932	
HGNC:36045	
HGNC:35544	
HGNC:36465	
HGNC:35979	
HGNC:36480	
HGNC:35569	
HGNC:36751	
HGNC:36284	
HGNC:36269	
HGNC:36950	
HGNC:36324	
HGNC:36677	
HGNC:36103	
HGNC:36426	
HGNC:56996	
HGNC:36695	
HGNC:35789	
HGNC:35488	
HGNC:36285	
HGNC:36955	
HGNC:35520	
HGNC:35740	
HGNC:36158	
HGNC:39402	
HGNC:56997	
HGNC:13631	Q9Y3U8
HGNC:10359	P83881
HGNC:48349	
HGNC:10346	Q969Q0
HGNC:23548	
HGNC:19777	
HGNC:19802	
HGNC:21258	
HGNC:23365	
HGNC:31328	
HGNC:30973	
HGNC:35872	
HGNC:36175	
HGNC:36385	
HGNC:35897	
HGNC:35877	
HGNC:36788	
HGNC:36648	
HGNC:36416	
HGNC:35750	
HGNC:35484	
HGNC:36436	
HGNC:36250	
HGNC:37041	
HGNC:36002	
HGNC:36252	
HGNC:35926	
HGNC:36758	
HGNC:35650	
HGNC:36702	
HGNC:36897	
HGNC:36216	
HGNC:36066	
HGNC:36540	
HGNC:36475	
HGNC:35882	
HGNC:35639	
HGNC:36326	
HGNC:36969	
HGNC:35594	
HGNC:36074	
HGNC:36300	
HGNC:35813	
HGNC:36791	
HGNC:36986	
HGNC:36032	
HGNC:35812	
HGNC:35624	
HGNC:36721	
HGNC:36274	
HGNC:36372	
HGNC:36632	
HGNC:55144	
HGNC:36517	
HGNC:35831	
HGNC:44939	
HGNC:16338	
HGNC:16570	
HGNC:19786	
HGNC:16569	
HGNC:35567	
HGNC:36046	
HGNC:35830	
HGNC:36493	
HGNC:36746	
HGNC:36318	
HGNC:36271	
HGNC:35590	
HGNC:36941	
HGNC:35734	
HGNC:36787	
HGNC:37010	
HGNC:35884	
HGNC:36856	
HGNC:42648	
HGNC:44564	
HGNC:10347	P61927
HGNC:10348	P61513
HGNC:40510	
HGNC:16548	
HGNC:36880	
HGNC:36222	
HGNC:35586	
HGNC:36977	
HGNC:36824	
HGNC:35888	
HGNC:35645	A6NKH3
HGNC:36835	
HGNC:16337	
HGNC:17092	
HGNC:17238	
HGNC:17239	
HGNC:23549	
HGNC:31080	
HGNC:36499	
HGNC:36279	
HGNC:35688	
HGNC:36951	
HGNC:36459	
HGNC:36989	
HGNC:36255	
HGNC:36871	
HGNC:36659	
HGNC:35949	
HGNC:36023	
HGNC:35919	
HGNC:35576	
HGNC:36562	
HGNC:36256	
HGNC:37019	
HGNC:37003	
HGNC:36201	
HGNC:49020	
HGNC:10349	P63173
HGNC:17093	
HGNC:36620	
HGNC:35980	
HGNC:48867	
HGNC:54607	
HGNC:54608	
HGNC:10350	P62891
HGNC:17094	Q96EH5
HGNC:16558	
HGNC:19774	
HGNC:21383	
HGNC:31327	
HGNC:26015	Q59GN2
HGNC:35803	
HGNC:36651	
HGNC:36329	
HGNC:35580	
HGNC:35745	
HGNC:36798	
HGNC:36166	
HGNC:36705	
HGNC:36609	
HGNC:35856	
HGNC:35912	
HGNC:35545	
HGNC:36111	
HGNC:36346	
HGNC:36366	
HGNC:36218	
HGNC:36072	
HGNC:36581	
HGNC:36431	
HGNC:37002	
HGNC:35900	
HGNC:36114	
HGNC:35619	
HGNC:35808	
HGNC:36979	
HGNC:36488	
HGNC:36959	
HGNC:36315	
HGNC:36528	
HGNC:35815	
HGNC:36076	
HGNC:36282	
HGNC:36935	
HGNC:36514	
HGNC:35823	
HGNC:35941	
HGNC:10354	P62945
HGNC:10356	
HGNC:10357	
HGNC:10358	
HGNC:19788	
HGNC:10355	
HGNC:37655	
HGNC:37656	
HGNC:10371	P05388
HGNC:10372	P05386
HGNC:19793	
HGNC:36210	
HGNC:36870	
HGNC:36939	
HGNC:35842	
HGNC:35809	
HGNC:36156	
HGNC:36104	
HGNC:36069	
HGNC:35509	
HGNC:36196	
HGNC:36858	
HGNC:41973	
HGNC:10377	P05387
HGNC:18724	
HGNC:36590	
HGNC:36494	
HGNC:36837	
HGNC:35706	
HGNC:16585	
HGNC:17960	
HGNC:23558	
HGNC:36489	
HGNC:35620	
HGNC:36404	Q8NHW5
HGNC:36578	
HGNC:35867	
HGNC:55906	
HGNC:35991	
HGNC:36572	
HGNC:55907	
HGNC:10381	P04843
HGNC:10382	P04844
HGNC:30327	O95059
HGNC:21300	Q9H633
HGNC:30361	Q9BUL9
HGNC:19909	Q8N5L8
HGNC:17688	P78346
HGNC:30329	P78345
HGNC:28582	Q8N326
HGNC:20992	O75818
HGNC:39769	
HGNC:39770	
HGNC:19273	
HGNC:47029	
HGNC:47030	
HGNC:25560	Q96P16
HGNC:16209	Q9NQG5
HGNC:29039	Q5VT52
HGNC:24201	Q9NS64
HGNC:32422	Q8N4K4
HGNC:10404	P15880
HGNC:16580	
HGNC:19790	
HGNC:19806	
HGNC:19814	
HGNC:31386	
HGNC:25485	
HGNC:15838	
HGNC:36207	
HGNC:36704	
HGNC:36892	
HGNC:36350	
HGNC:36546	
HGNC:36021	
HGNC:36389	
HGNC:36468	
HGNC:36865	
HGNC:35764	
HGNC:36449	
HGNC:35786	
HGNC:35992	
HGNC:35591	
HGNC:35506	
HGNC:35760	
HGNC:35887	
HGNC:36410	
HGNC:36157	
HGNC:36876	
HGNC:35780	
HGNC:36011	
HGNC:36987	
HGNC:36965	
HGNC:30518	
HGNC:35549	
HGNC:36370	
HGNC:36757	
HGNC:36784	
HGNC:36482	
HGNC:36584	
HGNC:36131	
HGNC:35541	
HGNC:36357	
HGNC:36481	
HGNC:35652	
HGNC:35811	
HGNC:25709	
HGNC:35839	
HGNC:35785	
HGNC:35985	
HGNC:36521	
HGNC:36034	
HGNC:36422	
HGNC:36059	
HGNC:36690	
HGNC:35835	
HGNC:36140	
HGNC:10420	P23396
HGNC:10421	P61247
HGNC:10422	
HGNC:14196	
HGNC:16537	
HGNC:23562	
HGNC:23744	
HGNC:18630	
HGNC:36376	
HGNC:35638	
HGNC:36150	
HGNC:36036	
HGNC:36825	
HGNC:35527	
HGNC:54572	
HGNC:35715	
HGNC:35781	
HGNC:36052	
HGNC:36083	
HGNC:35893	
HGNC:36467	
HGNC:36141	
HGNC:36841	
HGNC:36573	
HGNC:36767	
HGNC:36267	
HGNC:36801	
HGNC:36513	
HGNC:35978	
HGNC:35738	
HGNC:35531	
HGNC:35538	
HGNC:36860	
HGNC:36717	
HGNC:35476	
HGNC:36293	
HGNC:35902	
HGNC:35596	
HGNC:36691	
HGNC:36145	
HGNC:35490	
HGNC:35869	
HGNC:37000	
HGNC:35605	
HGNC:36684	
HGNC:36761	
HGNC:36338	
HGNC:36744	
HGNC:36792	
HGNC:36810	
HGNC:37018	
HGNC:35480	
HGNC:42004	
HGNC:44500	
HGNC:49750	
HGNC:56987	
HGNC:16579	
HGNC:16603	
HGNC:36700	
HGNC:36616	
HGNC:36869	
HGNC:36061	
HGNC:36056	
HGNC:10424	P62701
HGNC:32444	
HGNC:16563	
HGNC:16251	
HGNC:36545	
HGNC:36670	
HGNC:36057	
HGNC:36885	
HGNC:36683	
HGNC:35792	
HGNC:35741	
HGNC:37013	
HGNC:35951	
HGNC:36522	
HGNC:36737	
HGNC:36308	
HGNC:36365	
HGNC:36789	
HGNC:36170	
HGNC:36872	
HGNC:36437	
HGNC:36228	
HGNC:36125	
HGNC:48367	
HGNC:10425	P22090
HGNC:36893	
HGNC:18501	Q8TD47
HGNC:10426	P46782
HGNC:10428	
HGNC:17222	
HGNC:10427	
HGNC:36122	
HGNC:35626	
HGNC:35960	
HGNC:36881	
HGNC:36531	
HGNC:10429	P62753
HGNC:10430	Q15418
HGNC:10431	Q15349
HGNC:40511	
HGNC:41378	
HGNC:10432	P51812
HGNC:10433	O75676
HGNC:10434	O75582
HGNC:10435	Q9UK32
HGNC:10436	P23443
HGNC:10437	Q9UBS0
HGNC:53744	
HGNC:10439	Q96S38
HGNC:20222	Q9Y6S9
HGNC:32478	
HGNC:36446	
HGNC:36943	
HGNC:36548	
HGNC:36242	
HGNC:36092	
HGNC:36999	
HGNC:35938	
HGNC:36730	
HGNC:36270	
HGNC:36375	
HGNC:35772	
HGNC:36738	
HGNC:36942	
HGNC:35668	
HGNC:36669	
HGNC:36496	
HGNC:36136	
HGNC:36940	
HGNC:36478	
HGNC:35655	
HGNC:39581	
HGNC:36070	
HGNC:35948	
HGNC:36713	
HGNC:10440	P62081
HGNC:17081	
HGNC:36079	
HGNC:36518	
HGNC:36000	
HGNC:37037	
HGNC:36334	
HGNC:35690	
HGNC:35710	
HGNC:36998	
HGNC:39903	
HGNC:35841	
HGNC:36147	
HGNC:35756	
HGNC:36602	
HGNC:48878	
HGNC:10441	P62241
HGNC:19789	
HGNC:31000	
HGNC:17478	
HGNC:36417	
HGNC:36947	
HGNC:35795	
HGNC:36213	
HGNC:35524	
HGNC:35628	
HGNC:57005	
HGNC:10442	P46781
HGNC:10443	
HGNC:19428	
HGNC:36635	
HGNC:36710	
HGNC:10383	P46783
HGNC:49181	
HGNC:13981	
HGNC:16594	
HGNC:23684	
HGNC:31364	
HGNC:15795	Q9NQ39
HGNC:35765	
HGNC:36423	
HGNC:36606	
HGNC:36451	
HGNC:37034	
HGNC:36775	
HGNC:36662	
HGNC:36374	
HGNC:35880	
HGNC:35860	
HGNC:36200	
HGNC:35562	
HGNC:36239	
HGNC:35907	
HGNC:35829	
HGNC:35906	
HGNC:35814	
HGNC:36657	
HGNC:35989	
HGNC:36532	
HGNC:36321	
HGNC:36850	
HGNC:35511	
HGNC:37120	
HGNC:35593	
HGNC:35998	
HGNC:10384	P62280
HGNC:16553	
HGNC:37007	
HGNC:35870	
HGNC:35644	
HGNC:36312	
HGNC:36693	
HGNC:36724	
HGNC:10385	P25398
HGNC:19787	
HGNC:24221	
HGNC:35500	
HGNC:35670	
HGNC:36525	
HGNC:35790	
HGNC:36699	
HGNC:35945	
HGNC:36719	
HGNC:35824	
HGNC:36042	
HGNC:36235	
HGNC:36549	
HGNC:35632	
HGNC:35610	
HGNC:36595	
HGNC:35705	
HGNC:36421	
HGNC:36187	
HGNC:36464	
HGNC:35671	
HGNC:35573	
HGNC:35561	
HGNC:36019	
HGNC:36320	
HGNC:35892	
HGNC:36972	
HGNC:36206	
HGNC:36813	
HGNC:35578	
HGNC:35571	
HGNC:10386	P62277
HGNC:36309	
HGNC:36364	
HGNC:36866	
HGNC:35731	
HGNC:36610	
HGNC:35653	
HGNC:36310	
HGNC:36400	
HGNC:10387	P62263
HGNC:35572	
HGNC:36080	
HGNC:35797	
HGNC:36419	
HGNC:36087	
HGNC:36241	
HGNC:36961	
HGNC:37027	
HGNC:36286	
HGNC:35517	
HGNC:10388	P62841
HGNC:10389	P62244
HGNC:16598	
HGNC:19671	
HGNC:19674	
HGNC:23559	
HGNC:23743	
HGNC:35657	
HGNC:35648	
HGNC:36887	
HGNC:36164	
HGNC:37001	
HGNC:36707	
HGNC:36759	
HGNC:36774	
HGNC:36629	
HGNC:35640	
HGNC:36764	
HGNC:36888	
HGNC:36524	
HGNC:36603	
HGNC:36391	
HGNC:36142	
HGNC:36305	
HGNC:36718	
HGNC:36174	
HGNC:36848	
HGNC:36773	
HGNC:37011	
HGNC:36381	
HGNC:35981	
HGNC:35495	
HGNC:36960	
HGNC:35879	
HGNC:36178	
HGNC:35609	
HGNC:36768	
HGNC:36803	
HGNC:36173	
HGNC:36523	
HGNC:35800	
HGNC:36041	
HGNC:35725	
HGNC:36033	
HGNC:35563	
HGNC:35712	
HGNC:35536	
HGNC:36653	
HGNC:36623	
HGNC:35847	
HGNC:36440	
HGNC:10396	P62249
HGNC:36462	
HGNC:35928	
HGNC:35986	
HGNC:36502	
HGNC:36183	
HGNC:36741	
HGNC:36505	
HGNC:35608	
HGNC:35659	
HGNC:35739	
HGNC:10397	P08708
HGNC:13982	
HGNC:10398	
HGNC:10399	
HGNC:21352	
HGNC:36945	
HGNC:35796	
HGNC:36772	
HGNC:36160	
HGNC:36438	
HGNC:36132	
HGNC:35930	
HGNC:36664	
HGNC:35534	
HGNC:35931	
HGNC:36821	
HGNC:35647	
HGNC:10401	P62269
HGNC:16550	
HGNC:19801	
HGNC:36198	
HGNC:36952	
HGNC:36287	
HGNC:36028	
HGNC:35874	
HGNC:35956	
HGNC:36483	
HGNC:35566	
HGNC:36319	
HGNC:35967	
HGNC:36901	
HGNC:36386	
HGNC:10402	P39019
HGNC:28749	Q86WX3
HGNC:16534	
HGNC:17047	
HGNC:23560	
HGNC:35778	
HGNC:35850	
HGNC:36217	
HGNC:35550	
HGNC:10405	P60866
HGNC:10408	
HGNC:14195	
HGNC:10406	
HGNC:10407	
HGNC:36367	
HGNC:35629	
HGNC:35911	
HGNC:35770	
HGNC:36472	
HGNC:36800	
HGNC:36084	
HGNC:36519	
HGNC:36071	
HGNC:36692	
HGNC:36340	
HGNC:35851	
HGNC:35822	
HGNC:36937	
HGNC:36503	
HGNC:36674	
HGNC:35993	
HGNC:36379	
HGNC:36146	
HGNC:36283	
HGNC:35866	
HGNC:36980	
HGNC:36154	
HGNC:36452	
HGNC:36237	
HGNC:36626	
HGNC:35767	
HGNC:36444	
HGNC:36725	
HGNC:36668	
HGNC:36929	
HGNC:10409	P63220
HGNC:56740	
HGNC:36401	
HGNC:36191	
HGNC:36847	
HGNC:35922	
HGNC:36359	
HGNC:36317	
HGNC:35577	
HGNC:39705	
HGNC:10410	P62266
HGNC:16043	
HGNC:36568	
HGNC:35499	
HGNC:36633	
HGNC:35726	
HGNC:36511	
HGNC:43899	
HGNC:35982	
HGNC:48341	
HGNC:48342	
HGNC:10411	P62847
HGNC:10412	
HGNC:19791	
HGNC:19797	
HGNC:35852	
HGNC:36026	
HGNC:36240	
HGNC:35737	
HGNC:37016	
HGNC:35711	
HGNC:36554	
HGNC:36050	
HGNC:35623	
HGNC:36805	
HGNC:35744	
HGNC:35665	
HGNC:35542	
HGNC:36348	
HGNC:36745	
HGNC:35683	
HGNC:54883	
HGNC:10413	P62851
HGNC:34027	
HGNC:36701	
HGNC:36073	
HGNC:35669	
HGNC:35788	
HGNC:35532	
HGNC:36585	
HGNC:36075	
HGNC:36936	
HGNC:36078	
HGNC:10414	P62854
HGNC:10415	
HGNC:23662	
HGNC:23411	
HGNC:23775	
HGNC:23776	
HGNC:31090	
HGNC:20077	
HGNC:31329	
HGNC:31821	
HGNC:32201	
HGNC:31817	Q5JNZ5
HGNC:35487	
HGNC:35784	
HGNC:36992	
HGNC:35680	
HGNC:35557	
HGNC:36681	
HGNC:35782	
HGNC:36377	
HGNC:36485	
HGNC:36469	
HGNC:36261	
HGNC:36332	
HGNC:36917	
HGNC:35730	
HGNC:36029	
HGNC:35636	
HGNC:36149	
HGNC:36456	
HGNC:35574	
HGNC:36614	
HGNC:35753	
HGNC:36227	
HGNC:36894	
HGNC:36229	
HGNC:36561	
HGNC:36875	
HGNC:36406	
HGNC:36958	
HGNC:36906	
HGNC:36062	
HGNC:36243	
HGNC:36675	
HGNC:36927	
HGNC:36944	
HGNC:35807	
HGNC:36368	
HGNC:35519	
HGNC:35514	
HGNC:35615	
HGNC:36254	
HGNC:36863	
HGNC:35582	
HGNC:36868	
HGNC:36500	
HGNC:35858	
HGNC:36537	
HGNC:36571	
HGNC:56982	
HGNC:10416	P42677
HGNC:10417	P62979
HGNC:17121	
HGNC:16572	
HGNC:16538	
HGNC:19775	
HGNC:36867	
HGNC:36236	
HGNC:35735	
HGNC:36361	
HGNC:35630	
HGNC:36570	
HGNC:36126	
HGNC:35732	
HGNC:36667	
HGNC:36530	
HGNC:35817	
HGNC:36855	
HGNC:36877	
HGNC:52299	
HGNC:52298	
HGNC:54884	
HGNC:18476	Q71UM5
HGNC:23740	
HGNC:31035	
HGNC:17445	
HGNC:16694	
HGNC:36734	
HGNC:36163	
HGNC:35622	
HGNC:36022	
HGNC:36964	
HGNC:35961	
HGNC:36014	
HGNC:35843	
HGNC:36203	
HGNC:35923	
HGNC:35863	
HGNC:36560	
HGNC:36291	
HGNC:36296	
HGNC:36094	
HGNC:36333	
HGNC:35826	
HGNC:36090	
HGNC:35716	
HGNC:37005	
HGNC:36020	
HGNC:36904	
HGNC:36043	
HGNC:36748	
HGNC:36516	
HGNC:56416	
HGNC:10418	P62857
HGNC:23561	
HGNC:36211	
HGNC:36589	
HGNC:36208	
HGNC:36802	
HGNC:36085	
HGNC:35787	
HGNC:36938	
HGNC:36193	
HGNC:10419	P62273
HGNC:19783	
HGNC:31083	
HGNC:31363	
HGNC:35908	
HGNC:35584	
HGNC:35718	
HGNC:36594	
HGNC:36915	
HGNC:36913	
HGNC:37006	
HGNC:36413	
HGNC:36458	
HGNC:35818	
HGNC:36471	
HGNC:35876	
HGNC:35560	
HGNC:35479	
HGNC:37004	
HGNC:36118	
HGNC:36491	
HGNC:36479	
HGNC:35799	
HGNC:35779	
HGNC:35794	
HGNC:35649	
HGNC:36490	
HGNC:35836	
HGNC:36830	
HGNC:52362	
HGNC:52363	
HGNC:52364	
HGNC:52365	
HGNC:52366	
HGNC:6502	P08865
HGNC:36809	A0A8I5KQE6
HGNC:16560	
HGNC:18771	
HGNC:19792	
HGNC:20018	
HGNC:20139	
HGNC:31458	
HGNC:31461	
HGNC:31462	
HGNC:31463	
HGNC:31460	
HGNC:6503	
HGNC:6504	
HGNC:6505	
HGNC:6506	
HGNC:31464	
HGNC:35478	
HGNC:35707	
HGNC:36106	
HGNC:36508	
HGNC:35595	
HGNC:36928	
HGNC:36435	
HGNC:36742	
HGNC:36362	
HGNC:36405	
HGNC:36195	
HGNC:36650	
HGNC:35612	
HGNC:36680	
HGNC:35861	
HGNC:35558	
HGNC:50310	
HGNC:35556	
HGNC:36643	
HGNC:36447	
HGNC:35727	
HGNC:35844	
HGNC:35963	
HGNC:37040	
HGNC:36828	
HGNC:36663	
HGNC:36265	
HGNC:35501	
HGNC:36891	
HGNC:35857	
HGNC:36082	
HGNC:36162	
HGNC:36646	
HGNC:35660	
HGNC:35896	
HGNC:36224	
HGNC:35752	
HGNC:36641	
HGNC:36373	
HGNC:36921	
HGNC:36018	
HGNC:35889	
HGNC:36957	
HGNC:36331	
HGNC:36760	
HGNC:35583	
HGNC:35581	
HGNC:39642	
HGNC:51914	
HGNC:51916	
HGNC:51918	
HGNC:51920	
HGNC:51922	
HGNC:51923	
HGNC:51924	
HGNC:51925	
HGNC:51926	
HGNC:51928	
HGNC:51929	
HGNC:51930	
HGNC:26809	Q6XPR3
HGNC:30287	Q8N122
HGNC:14173	Q9UJJ7
HGNC:24180	Q8IZ73
HGNC:28437	Q6P087
HGNC:25898	Q96CM3
HGNC:10446	P55042
HGNC:16963	Q7L523
HGNC:20242	
HGNC:55445	
HGNC:19901	Q5VZM2
HGNC:19902	Q9HB90
HGNC:55793	
HGNC:19903	Q9NQL2
HGNC:10447	P10301
HGNC:17271	P62070
HGNC:54561	
HGNC:54562	
HGNC:10448	Q9P2E9
HGNC:55607	
HGNC:55608	
HGNC:10449	Q92766
HGNC:10450	O14718
HGNC:10451	P23921
HGNC:40512	
HGNC:10452	P31350
HGNC:17296	Q7LG56
HGNC:10454	
HGNC:10455	
HGNC:10456	
HGNC:30346	Q9NYV6
HGNC:30548	Q2M238
HGNC:37619	A6NIE6
HGNC:37620	
HGNC:54536	
HGNC:18785	P56182
HGNC:23818	Q14684
HGNC:24286	Q9Y3A4
HGNC:30454	Q9NSQ0
HGNC:29030	O43159
HGNC:16829	O43818
HGNC:29100	Q5JTH9
HGNC:24255	Q9Y3B9
HGNC:21374	Q96EU6
HGNC:17083	Q15050
HGNC:50465	
HGNC:10457	O15537
HGNC:25634	Q9HA92
HGNC:30908	Q8WXG1
HGNC:25642	Q5VWQ0
HGNC:24765	Q6PCB5
HGNC:10458	Q92681
HGNC:18118	Q96T23
HGNC:41439	
HGNC:41438	
HGNC:26314	Q96LW2
HGNC:24534	O76021
HGNC:55337	
HGNC:18479	Q9UHA3
HGNC:13979	
HGNC:37867	
HGNC:37883	
HGNC:37884	
HGNC:37870	
HGNC:37876	
HGNC:37877	
HGNC:37873	
HGNC:37880	
HGNC:37875	
HGNC:37881	
HGNC:12371	Q8WYR4
HGNC:55644	
HGNC:21054	Q86UC2
HGNC:21558	Q5TD94
HGNC:14241	Q9H0K4
HGNC:21057	Q9H1X1
HGNC:27362	P0C881
HGNC:34385	B2RC85
HGNC:13437	Q9UHP6
HGNC:21679	Q2MKA7
HGNC:28583	Q6UXX9
HGNC:20866	Q9BXY4
HGNC:16175	Q2I0M5
HGNC:29420	Q96DX4
HGNC:24152	Q96IZ7
HGNC:57037	
HGNC:30559	Q7L4I2
HGNC:25234	Q9BUV0
HGNC:10464	Q15404
HGNC:31114	
HGNC:44391	
HGNC:44392	
HGNC:30310	Q9BSG5
HGNC:58174	
HGNC:17981	O00442
HGNC:50573	
HGNC:26935	Q9Y3I0
HGNC:15888	Q9NZ71
HGNC:44095	
HGNC:44213	
HGNC:28996	Q92541
HGNC:15890	Q9BY42
HGNC:10466	Q9BST9
HGNC:19364	Q8IZC4
HGNC:14665	A6NKG5
HGNC:22997	Q8N8U3
HGNC:25214	Q6ZR62
HGNC:29430	Q5HYW3
HGNC:13343	Q6ICC9
HGNC:24514	Q9BWD3
HGNC:33156	Q17RB0
HGNC:2569	A6ZKI3, O15255
HGNC:29245	Q8NET4
HGNC:26112	Q7L3V2
HGNC:10467	Q16799
HGNC:10468	O75298
HGNC:10469	O95197
HGNC:19212	
HGNC:14085	Q9NQC3
HGNC:18647	Q8WWV3
HGNC:58534	
HGNC:18601	Q9BZR6
HGNC:21329	Q86UN2
HGNC:58360	
HGNC:58547	
HGNC:23053	Q86UN3
HGNC:28580	P59025
HGNC:32486	Q5QGT7
HGNC:15572	Q9BQQ7
HGNC:23992	Q96DX8
HGNC:26585	Q14D33
HGNC:23169	Q9Y224
HGNC:54647	
HGNC:54648	
HGNC:18654	Q86VV8
HGNC:28991	Q92622
HGNC:20420	Q9H714
HGNC:19760	Q96T51
HGNC:40903	
HGNC:19761	Q8WXA3
HGNC:30285	Q7L099
HGNC:24804	Q6ZNE9
HGNC:25418	Q96C34
HGNC:16984	Q59EK9
HGNC:51344	
HGNC:30286	Q96NL0
HGNC:10471	Q01196
HGNC:56821	
HGNC:58231	
HGNC:16623	
HGNC:1535	Q06455
HGNC:10472	Q13950
HGNC:53512	
HGNC:10473	Q13761
HGNC:40513	
HGNC:17153	Q9BVN2
HGNC:26680	Q66K80
HGNC:23625	Q8N2Y8
HGNC:25848	Q96GQ5
HGNC:56038	
HGNC:10474	Q9Y265
HGNC:40514	
HGNC:10475	Q9Y230
HGNC:55128	
HGNC:20993	Q9H446
HGNC:31055	
HGNC:31794	
HGNC:21385	Q9UIY3
HGNC:1302	P57060
HGNC:21393	Q9Y3V2
HGNC:55839	
HGNC:23750	Q6NW29
HGNC:23753	
HGNC:23754	
HGNC:19718	Q9HBX9
HGNC:40897	
HGNC:17318	Q8WXD0
HGNC:24883	Q9NSD7
HGNC:14666	Q8TDU9
HGNC:10477	P19793
HGNC:10478	P28702
HGNC:10479	P48443
HGNC:13530	Q9Y2B1
HGNC:48910	
HGNC:10480	Q8N488
HGNC:10481	P34925
HGNC:10482	
HGNC:10483	P21817
HGNC:10484	Q92736
HGNC:10485	Q15413
HGNC:58469	
HGNC:51417	
HGNC:3165	P21453
HGNC:55842	
HGNC:3169	O95136
HGNC:3167	Q99500
HGNC:3170	O95977
HGNC:14299	Q9H228
HGNC:10486	P23297
HGNC:10492	P29034
HGNC:10493	P33764
HGNC:10494	P26447
HGNC:10495	P33763
HGNC:10496	P06703
HGNC:10497	P31151
HGNC:21657	Q86SG5
HGNC:21655	Q5SY68
HGNC:21654	
HGNC:21656	
HGNC:10498	P05109
HGNC:10499	P06702
HGNC:10487	P60903
HGNC:10488	P31949
HGNC:10491	
HGNC:37840	
HGNC:37842	
HGNC:37841	
HGNC:54954	
HGNC:54955	
HGNC:54956	
HGNC:54957	
HGNC:54958	
HGNC:54961	
HGNC:10489	P80511
HGNC:10490	Q99584
HGNC:18901	Q9HCY8
HGNC:53871	
HGNC:20441	Q96FQ6
HGNC:10500	P04271
HGNC:1436	P29377
HGNC:10504	P25815
HGNC:25768	Q96BU1
HGNC:30367	Q8WXG8
HGNC:10513	P0DJI8
HGNC:10514	P0DJI9
HGNC:39550	
HGNC:10515	
HGNC:10516	P35542
HGNC:25158	Q96ER3
HGNC:30179	A6NKF1
HGNC:17059	Q9NTJ5
HGNC:10519	Q9NZJ4
HGNC:39835	
HGNC:30660	Q9UBE0
HGNC:56699	
HGNC:10520	Q15424
HGNC:21605	Q14151
HGNC:10521	P10523
HGNC:30369	Q9NXZ1
HGNC:51337	A6NJ88
HGNC:51338	
HGNC:51339	
