"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"1806","","MicroRNA MIR548 family","","23091353","NULL","NULL","NULL","NULL","NULL"
"1807","MIR663","MicroRNA MIR663 family","","20514450,23953123","In molecular biology mir-663 microRNA is a short RNA molecule. MicroRNAs function to regulate the expression levels of other genes by several mechanisms.","Mir-663 microRNA precursor family","Wikipedia|https://en.wikipedia.org/wiki/Mir-663 microRNA precursor family","NULL","NULL"
"1808","DPH","Diphthamide biosynthesis genes","","25352115","NULL","NULL","NULL","NULL","NULL"
"1809","MIR664","MicroRNA MIR664 family","","19763159,26287415","NULL","NULL","NULL","NULL","NULL"
"1810","MIR1255","MicroRNA MIR1255 family","","","NULL","NULL","NULL","NULL","NULL"
"1811","","Histidine triad superfamily","","21316334","NULL","NULL","NULL","NULL","HINT1"
"1812","CAMSAP","CAMSAP family","","19508979","NULL","NULL","NULL","NULL","CAMSAP1"
"1813","ELMOD","ELMO domain containing","","24616099","NULL","NULL","NULL","NULL","NULL"
"1814","FAM83","Family with sequence similarity 83 ","","29871876,29789297","NULL","NULL","NULL","NULL","FAM83A"
"1815","KCTD","KCTD family","","24268103,28963344","NULL","NULL","NULL","NULL","KCTD1"
"1816","BMERB","Bivalent Mical/EHBP Rab binding domain containing","","27552051","NULL","NULL","NULL","NULL","NULL"
"1817","","IKK complex","","24375677","The IκB kinase (IKK) is an enzyme complex that is involved in propagating the cellular response to inflammation.The IκB kinase enzyme complex is part of the upstream NF-κB signal transduction cascade. The IκBα (inhibitor of kappa B) protein inactivates the NF-κB transcription factor by masking the nuclear localization signals (NLS) of NF-κB proteins and keeping them sequestered in an inactive state in the cytoplasm. Specifically, IKK phosphorylates the inhibitory IκBα protein. This phosphorylation results in the dissociation of IκBα from NF-κB. NF-κB, which is now free, migrates into the nucleus and activates the expression of at least 150 genes; some of which are anti-apoptotic.","IκB kinase","Wikipedia|https://en.wikipedia.org/wiki/IκB kinase","NULL","NULL"
"1819","RNVU1","Variant U1 small nuclear RNAs","","23070852,25263988,28876172","NULL","NULL","NULL","NULL","NULL"
"1820","ZUP","ZUP1 deubiquitinase","","29476094,29563501,29576527","NULL","NULL","NULL","NULL","NULL"
"1821","ENPP","Ectonucleotide pyrophosphatase/phosphodiesterase family","","19598106","NULL","NULL","NULL","NULL","ENPP1"
"1822","","Ectonucleoside triphosphate diphosphohydrolase family","","18404480","NULL","NULL","NULL","NULL","ENTPD1"
"1823","PTCD","Pentatricopeptide repeat containing","","23635806","NULL","NULL","NULL","NULL","PTCD1"
"1824","","B7 family","","22488247","B7 is a type of peripheral membrane protein found on activated antigen presenting cells (APC) that, when paired with either a CD28 or CD152 (CTLA-4) surface protein on a T cell, can produce a costimulatory signal or a coinhibitory signal to enhance or decrease the activity of a MHC-TCR signal between the APC and the T cell, respectively.  Binding of the B7 of APC to CTLA-4 of T-cells causes inhibition of the activity of T-cells.  There are two major types of B7 proteins: B7-1 or CD80, and B7-2 or CD86. However, it is not known if they differ significantly from each other. CD28 and CTLA-4 each interact with both B7-1 and B7-2.","B7 (protein)","Wikipedia|https://en.wikipedia.org/wiki/B7 (protein)","NULL","CD80"
"1825","GBP","Guanylate binding proteins","","17266443","NULL","NULL","NULL","NULL","GBP1"
"1826","MAPRE","Microtubule associated protein RP/EB family ","","11161807,26527684","NULL","NULL","NULL","NULL","MAPRE1"
"1827","PFN","Profilins","","28501628","Profilin is an actin-binding protein involved in the dynamic turnover and restructuring of the actin cytoskeleton.   It is found in all eukaryotic organisms in most cells. Profilin is important for spatially and temporally controlled growth of actin microfilaments, which is an essential process in cellular locomotion and cell shape changes. This restructuring of the actin cytoskeleton is essential for processes such as organ development, wound healing, and the hunting down of infectious intruders by cells of the immune system.  Profilin also binds sequences rich in the amino acid proline in diverse proteins. While most profilin in the cell is bound to actin, profilins have over 50 different binding partners. Many of those are related to actin regulation, but profilin also seems to be involved in activities in the nucleus such as mRNA splicing.Profilin binds some variants of membrane phospholipids (phosphatidylinositol (4,5)-bisphosphate and inositol trisphosphate). The function of this interaction is the sequestration of profilin in an 'inactive' form, from where it can be released by action of the enzyme phospholipase C.  Profilin is the major allergen present in birch, grass, and other pollen and is found in Toxoplasma gondii as an essential part of host cell invasion. It is the specific pathogen-associated molecular pattern (PAMP) of TLR11.","Profilin","Wikipedia|https://en.wikipedia.org/wiki/Profilin","NULL","PFN1"
"1828","SLITRK","SLIT and NTRK like family","","14557068","NULL","NULL","NULL","NULL","SLITRK1"
"1829","TAFA","TAFA chemokine like family","","15028294","NULL","NULL","NULL","NULL","TAFA1"
"1830","TTYH","Tweety family","","18577513","NULL","NULL","NULL","NULL","TTYH1"
"1831","TOR","Torsins","","26592310","NULL","NULL","NULL","NULL","NULL"
"1832","THEM","Thioesterase superfamily","","20846931","NULL","NULL","NULL","NULL","NULL"
"1833","SSX","SSX family","","21880588","NULL","NULL","NULL","NULL","NULL"
"1834","","SPANX family","","14973187","NULL","NULL","NULL","NULL","SPANXA1"
"1835","","Small nucleolar RNA protein coding host genes","","29365324,30577491,28811264,19446021","These protein coding genes host snoRNA genes in their introns.","NULL","HGNC curator","NULL","NULL"
"1836","IGFL","IGF like family","","16890402","NULL","NULL","NULL","NULL","IGFL1"
"1837","CELA","Chymotrypsin like elastases","","27459204","NULL","NULL","NULL","NULL","CELA1"
"1838","","Small nucleolar RNA host genes","","17468437,8721999","In the human genome, most snoRNA genes are located within the introns of other 'host' genes. Such snoRNA host genes can be either protein-coding or non-coding.","NULL","HGNC curator","NULL","NULL"
"1839","SNHG","Small nucleolar RNA non-coding host genes","Note that two pseudogenes, CCT6P1 and CCT6P3, are listed here. These pseudogenes are transcribed and so are able to host snoRNA genes.","17468437,19446021","Long non-coding genes that host snoRNA genes in either an intron or an exon on the same strand are named with the root symbol SNHG for 'small nucleolar RNA host gene', followed by a sequential number e.g. SNHG1 for 'small nucleolar RNA host gene 1'.  ","SnoRNA non-coding host genes","HGNC curator","NULL","NULL"
"1840","ITIH","Inter-alpha-trypsin inhibitor heavy chains","","","NULL","NULL","NULL","NULL","NULL"
"1841","LGI","LGI family","","16014869","NULL","NULL","NULL","NULL","LGI1"
"1842","NDRG","NDRG family","","20667976","NULL","NULL","NULL","NULL","NDRG1"
"1844","XAGE","XAGE family","","","NULL","NULL","NULL","NULL","XAGE2"
"1845","GAGE","GAGE family","","","NULL","NULL","NULL","NULL","GAGE1"
"1846","PAGE","PAGE family","","","NULL","NULL","NULL","NULL","PAGE1"
"1847","SAGE","SAGE family","","","NULL","NULL","NULL","NULL","SAGE1"
"1848","BAGE","BAGE family","","","NULL","NULL","NULL","NULL","BAGE"
"1849","CT45","CT antigen family 45","","","NULL","NULL","NULL","NULL","CT45A1"
"1850","CT47","CT antigen family 47","","","NULL","NULL","NULL","NULL","CT47A1"
"1851","CSAG","CSAG family","","","NULL","NULL","NULL","NULL","NULL"
"1853","","Mitochondrial iron-sulfur assembly components","","30030362","NULL","NULL","NULL","NULL","NULL"
"1854","","Iron-sulfur assembly components","","","NULL","NULL","NULL","NULL","NULL"
"1855","","Nectins and nectin-like molecules","","25733141","Nectins and Nectin-like molecules (Necl) are families of cellular adhesion molecules involved in Ca2+-independent cellular adhesion.Nectins are ubiquitously expressed and have adhesive roles in a wide range of tissues such as the adherens junction of epithelia or the chemical synapse of the neuronal tissue.","Nectin","Wikipedia|https://en.wikipedia.org/wiki/Nectin","NULL","NULL"
"1856","","Golgin related","","","NULL","NULL","NULL","NULL","GOLGA6A"
"1857","","Tim17 family","","27760563","NULL","NULL","NULL","NULL","NULL"
"1858","MIR1302","MicroRNA MIR1302 family","","21067568","NULL","NULL","NULL","NULL","NULL"
"1859","MIR1184","MicroRNA MIR1184 family","","27265125","NULL","NULL","NULL","NULL","NULL"
"1860","MIR1233","MicroRNA MIR1233 family","","23402294","NULL","NULL","NULL","NULL","NULL"
"1861","MIR1244","MicroRNA MIR1244 family","","26355845","NULL","NULL","NULL","NULL","NULL"
"1863","MIR1285","MicroRNA MIR1285 family","","24234653","NULL","NULL","NULL","NULL","NULL"
"1864","MIR1289","MicroRNA MIR1289 family","","23344721","NULL","NULL","NULL","NULL","NULL"
"1865","MIR1972","MicroRNA MIR1972 family","","","NULL","NULL","NULL","NULL","NULL"
"1866","MIR3118","MicroRNA MIR3118 family","","","NULL","NULL","NULL","NULL","NULL"
"1867","MIR3156","MicroRNA MIR3156 family","","","NULL","NULL","NULL","NULL","NULL"
"1868","MIR3179","MicroRNA MIR3179 family","","","NULL","NULL","NULL","NULL","NULL"
"1869","MIR3180","MicroRNA MIR3180 family","","","NULL","NULL","NULL","NULL","NULL"
"1870","MIR3198","MicroRNA MIR3198 family","","","NULL","NULL","NULL","NULL","NULL"
"1871","MIR3648","MicroRNA MIR3648 family","","28661420","NULL","NULL","NULL","NULL","NULL"
"1872","MIR3670","MicroRNA MIR3670 family","","","NULL","NULL","NULL","NULL","NULL"
"1874","MIR3680","MicroRNA MIR3680 family","","","NULL","NULL","NULL","NULL","NULL"
"1875","","NCoR/SMRT transcriptional repression complex subunits","","29531310,23630073,21240272","NULL","NULL","NULL","NULL","NULL"
"1876","","Signal recognition particle","","12581661,23414305","The signal recognition particle (SRP) is an abundant, cytosolic, universally conserved ribonucleoprotein (protein-RNA complex) that recognizes and targets specific proteins to the endoplasmic reticulum in eukaryotes and the plasma membrane in prokaryotes.","Signal recognition particle","Wikipedia|https://en.wikipedia.org/wiki/Signal recognition particle","NULL","NULL"
"1877","","Low confidence cytoplasmic transfer RNAs","","","These cytoplasmic tRNAs are not included in the high confidence set at the Genomic tRNA database. They may have low tRNAscan feature scores and may possibly be repeat elements or pseudogenes.","NULL","HGNC curator","NULL","NULL"
"1878","TAF","General transcription factor IID complex subunits","","27007846","Transcription factor II D (TFIID) is one of several general transcription factors that make up the RNA polymerase II preinitiation complex. RNA polymerase II holoenzyme is a form of eukaryotic RNA polymerase II that is recruited to the promoters of protein-coding genes in living cells. It consists of RNA polymerase II, a subset of general transcription factors, and regulatory proteins known as SRB proteins. Before the start of transcription, the transcription Factor II D (TFIID) complex binds to the TATA box in the core promoter of the gene.","Transcription factor II D","Wikipedia|https://en.wikipedia.org/wiki/Transcription factor II D","NULL","NULL"
