gene_symbol,alias_symbol,collision,source
NAPSB,"NAP1L,NAP2,NAPB,NAPSBP",NAPB,NCBI
SEPTIN9,"AF17q25,MSF,MSF1,NAPB,PNUTL4,SEPT9,SINT1,SeptD1",NAPB,NCBI
RNF138,"HSD-4,NARF,STRIN,hNARF",NARF,NCBI
SLC38A3,"DEE102,G17,NAT1,SN1,SNAT3",NAT1,NCBI
EIF4G2,"AAG1,DAP5,NAT1,P97",NAT1,NCBI
SLC6A2,"NAT1,NET,NET1,SLC6A5",NAT1,NCBI
SLC38A1,"ATA1,NAT2,SAT1,SNAT1",NAT2,NCBI
MICOS10-NBL1,"C1orf151-NBL1,DAN,DAND1,MINOS1-NBL1,NBL1",NBL1,NCBI
ARTN,"ART,ENOVIN,EVN,NBN",NBN,NCBI
NBPF10,"AB6,AG1,NBPF9",NBPF9,NCBI
PHOX2A,"ARIX,CFEOM2,FEOM2,NCAM2,PMX2A",NCAM2,NCBI
DNAJC5,"CLN4,CLN4B,CSP,DNAJC5A,NCL,mir-941-2,mir-941-3,mir-941-4,mir-941-5",NCL,NCBI
RCAN3AS,NCMAP-DT,NCMAP-DT,NCBI
IVNS1ABP,"ARA3,FLARA3,HSPC068,IMD70,KLHL39,ND1,NS-1,NS1-BP,NS1BP",ND1,NCBI
NDUFA4P1,NDUFA4,NDUFA4,NCBI
SLC6A2,"NAT1,NET,NET1,SLC6A5",NET1,NCBI
SLC6A5,"GLYT-2,GLYT2,HKPX3,NET1",NET1,NCBI
NTN1,"MRMV4,NET1,NTN1L",NET1,NCBI
TSPAN1,"NET1,TM4C,TM4SF",NET1,NCBI
PRPF38B,NET1,NET1,NCBI
EGFL7,"NEU1,VE-STATIN,ZNEU1",NEU1,NCBI
NEURL1B,"NEURL3,RNF67B,hNeur2,neur2",NEURL3,NCBI
SMIM44,"CTF5,NFI1_HUMAN,NFI2_HUMAN,NFIC",NFIC,NCBI
GTPBP4,"CRFG,NGB,NOG1",NGB,NCBI
PLIN4,"KIAA1881,MDRV,MRUPAV,NIPA2,S3-12",NIPA2,NCBI
GPI,"AMF,CNSHA4,GNPI,NLK,PGI,PHI,SA-36,SA36",NLK,NCBI
GPNMB,"HGFIN,NMB,PLCA3",NMB,NCBI
RMRP,"CHH,NME1,RMRPR,RRP2",NME1,NCBI
MYO1C,"MMI-beta,MMIb,MyoIC,NMI,myr2",NMI,NCBI
LTB4R2,"BLT2,BLTR2,JULF2,KPG_004,LTB4-R 2,LTB4-R2,NOP9",NOP9,NCBI
NANOS1,"EC_Rep1a,NOS-1,NOS1,SPGF12,ZC2HC12A",NOS1,NCBI
NANOS2,"NOS2,ZC2HC12B",NOS2,NCBI
NANOS3,"NANOS1L,NOS3,ZC2HC12C",NOS3,NCBI
NOTCH2NLC,"ETM6,N2N,NIID,NOTCH2NL,NOTCH2NLA,OPDM3",NOTCH2NLA,NCBI
NOTCH2NLB,"N2N,NOTCH2NL,NOTCH2NLA",NOTCH2NLA,NCBI
NPCA1,NPC1,NPC1,NCBI
NPHP3-ACAD11,NPHP3,NPHP3,NCBI
NPIPA2,"NPIP,NPIPA1",NPIPA1,NCBI
NPIPA8,"LCR16a9,NPIPA7",NPIPA7,NCBI
NPIPA7,NPIPA8,NPIPA8,NCBI
NPIPB3,"KIAA0220L,NPIP,NPIPB,NPIPB5,NPIPL3",NPIPB5,NCBI
NPRL2,"FFEVF2,NPR2,NPR2L,TUSC4",NPR2,NCBI
NPRL3,"C16orf35,CGTHBA,FFEVF3,HS-40,MARE,NPR3,RMD11",NPR3,NCBI
NPY4R2,"CH17-360D5.1,NPY4-R,NPY4R,PP1,PPYR1",NPY4R,NCBI
NOL6,"NRAP,UTP22,bA311H10.1",NRAP,NCBI
NFE2L1,"LCR-F1,NRF-1,NRF1,TCF11",NRF1,NCBI
NELL1,"IDH3GL,NRP1",NRP1,NCBI
NELL2,NRP2,NRP2,NCBI
KANSL1,"C17DELq21.31,CENP-36,DEL17Q21.31,KDVS,KIAA1267,MSL1v1,NSL1,hMSL1v1",NSL1,NCBI
NT5C1B-RDH14,"AIRP,NT5C1B,cN-IB,cN1B",NT5C1B,NCBI
MLF2,NTN4,NTN4,NCBI
NTNG2,"LHLL9381,Lmnt2,NEDBASH,NTNG1,NetrinG2,bA479K20.1",NTNG1,NCBI
CX3CL1,"ABCD-3,C3Xkine,CXC3,CXC3C,NTN,NTT,SCYD1,fractalkine,neurotactin",NTT,NCBI
NUBP2,"CFD1,CIAO6,NBP 2,NUBP1",NUBP1,NCBI
NUDT9,NUDT10,NUDT10,NCBI
NUDT4,"DIPP-2B,DIPP2,DIPP2alpha,DIPP2beta,HDCMB47P,NUDT4B",NUDT4B,NCBI
NUS1P3,"C6orf68,NGBR,NUS1,YDD19",NUS1,NCBI
CD47,"IAP,MER6,OA3",OA3,NCBI
SLCO4A1,"OATP-E,OATP1,OATP4A1,OATPE,OATPRP1,POAT,SLC21A12",OATP1,NCBI
SLCO1C1,"OATP-F,OATP-RP5,OATP1,OATP14,OATP1C1,OATPF,OATPRP5,SLC21A14",OATP1,NCBI
OCM2,"OCM,OM",OCM,NCBI
SLC25A21,"MTDPS18,ODC,ODC1",ODC1,NCBI
AZIN2,"ADC,AZI2,AZIB1,ODC-p,ODC1L,ODCp",ODCP,NCBI
ODF1,"CT133,HSPB10,ODF,ODF2,ODF27,ODFP,ODFPG,ODFPGA,ODFPGB,RT7,SODF",ODF2,NCBI
ME2,ODS1,ODS1,NCBI
EYA1,"BOP,BOR,BOS1,OFC1,OTFCS",OFC1,NCBI
PAX1,"HUP48,OFC2,OTFCS2",OFC2,NCBI
MACF1,"ABP620,ACF7,KIAA0754,LIS9,Lnc-PMIF,MACF,OFC4",OFC4,NCBI
MED12,"ARC240,CAGH45,FGS1,HDKR,HOPA,Kto,MED12S,OHDOX,OKS,OPA1,TNRC11,TRAP230",OPA1,NCBI
COL6A1,"BTHLM1,BTHLM1A,OPLL,UCHMD1,UCHMD1A",OPLL,NCBI
OPN1MW3,"GCP,GOP,OPN1MW,OPN1MW2",OPN1MW,NCBI
OPN1MW3,"GCP,GOP,OPN1MW,OPN1MW2",OPN1MW2,NCBI
OR11H1,"OR11H12,OR22-1",OR11H12,NCBI
OR1D5,"C17orf2,OR17-2,OR17-30,OR17-31,OR1D4",OR1D4,NCBI
OR1L6,"HG16,OR1K1,OR1L7,OR9-30",OR1K1,NCBI
OR2A4,"OR2A10,OR2A7",OR2A7,NCBI
OR2T5,"OR1-62,OR2T29",OR2T29,NCBI
OR3A4P,"OLFRA05,OLFRA06,OR17-13,OR17-16,OR17-24,OR17-25,OR24,OR25,OR3A4,OR3A5P",OR3A5P,NCBI
OR4F17,"OR4F11P,OR4F18,OR4F19,OR4F5",OR4F5,NCBI
OR4M2B,OR4M2,OR4M2,NCBI
OR52I2,"OR11-12,OR52I1",OR52I1,NCBI
OR9G9,OR9G1,OR9G1,NCBI
SLC25A15,"D13S327,HHH,LNC-HC,ORC1,ORNT1",ORC1,NCBI
SLC25A2,"ORC2,ORNT2",ORC2,NCBI
CTDSP2,"OS4,PSR2,SCP2",OS4,NCBI
CCM2,"C7orf22,OSM,PP10187",OSM,NCBI
OSER1,"C20orf111,HSPC207,Osr1,Perit1,dJ1183I21.1",OSR1,NCBI
OXSR1,OSR1,OSR1,NCBI
HCRTR1,"ORXR1,OX1R,OXR1",OXR1,NCBI
P2RX5-TAX1BP3,"P2RX5,P2X5",P2RX5,NCBI
PPAN-P2RY11,"BXDC3,P2RY11,P2Y11,PPAN,SSF1,Ssf-1",P2RY11,NCBI
PEX2,"PAF1,PBD5A,PBD5B,PMP3,PMP35,PXMP3,RNF72,ZWS3",PAF1,NCBI
PKN1,"DBK,PAK-1,PAK1,PKN,PKN-ALPHA,PRK1,PRKCL1",PAK1,NCBI
PKN2,"PAK2,PRK2,PRKCL2,PRO2042,Pak-2,STK7",PAK2,NCBI
ARHGEF7,"BETA-PIX,COOL-1,COOL1,Nbla10314,P50,P50BP,P85,P85COOL1,P85SPR,PAK3,PIXB",PAK3,NCBI
BUB1B-PAK6,"PAK-5,PAK-6,PAK5,PAK6",PAK5,NCBI
PAK6,PAK5,PAK5,NCBI
BUB1B-PAK6,"PAK-5,PAK-6,PAK5,PAK6",PAK6,NCBI
MYCBP2,"Myc-bp2,PAM,PHR1,Phr",PAM,NCBI
NLRP4,"CLR19.5,CT58,NALP4,PAN2,PYPAF4,RNH2",PAN2,NCBI
RDH14,"PAN2,SDR7C4",PAN2,NCBI
NLRP6,"AVR,CLR11.4,NALP6,NAVR,NAVR/AVR,PAN3,PYPAF5",PAN3,NCBI
DNAJC13,"PARK21,RME8",PARK21,NCBI
STK39,"DCHT,PASK,SPAK",PASK,NCBI
PBX2P1,"PBX2,PBXP1",PBX2,NCBI
KRT17,"39.1,CK-17,K17,PC,PC2,PCHC1",PC,NCBI
PROC,"APC,PC,PROC1,THPH3,THPH4",PC,NCBI
PODXL,"Gp200,PC,PCLP,PCLP-1,PDX,PODXL1,gp135",PC,NCBI
CSAD,"CSD,PCAP",PCAP,NCBI
PCDH11X,"PCDH-X,PCDH-Y,PCDH11,PCDH11Y,PCDH22,PCDHX,PPP1R119",PCDH11Y,NCBI
PCDH10,"OL-PCDH,PCDH19",PCDH19,NCBI
MBD1,"CXXC3,PCM1,RFT",PCM1,NCBI
BMP1,"OI13,PCOLC,PCP,PCP2,TLD",PCP2,NCBI
PNKD,"BRP17,DYT8,FKSG19,FPD1,KIPP1184,MR-1,MR-1S,MR1,PDC,PKND1,PNKD1,R1,TAHCCP2",PDC,NCBI
IFT70A-AS1,"AGPS,PDE11A",PDE11A,NCBI
PDE4DIPP2,"CMYA2,MMGL,Myomegalin,PDE4DIP",PDE4DIP,NCBI
PFDN1,"PDF,PFD1",PDF,NCBI
GDF15,"GDF-15,HG,MIC-1,MIC1,NAG-1,PDF,PLAB,PTGFB",PDF,NCBI
PDPK1,"PDK1,PDPK2,PDPK2P,PRO0461",PDK1,NCBI
ITGA6-AS1,"PDK1-AS1,lncIHAT",PDK1-AS1,NCBI
PLPP6,"LPRP-B,PA-PSP,PDP1,PPAPDC2,PSDP,bA6J24.6",PDP1,NCBI
PDPK1,"PDK1,PDPK2,PDPK2P,PRO0461",PDPK2P,NCBI
PDHX,"DLDBP,E3BP,OPDX,PDHXD,PDX1,proX",PDX1,NCBI
MUC1,"ADMCKD,ADMCKD1,ADTKD2,CA 15-3,CD227,Ca15-3,EMA,H23AG,KL-6,MAM6,MCD,MCKD,MCKD1,MUC-1,MUC-1/SEC,MUC-1/X,MUC1/ZD,PEM,PEMT,PUM",PEMT,NCBI
PGC,"PEPC,PGII",PEPC,NCBI
ZNF260,"OZRF1,PEX1,ZFP260",PEX1,NCBI
PGAM4,"PGAM-B,PGAM1,PGAM3,dJ1000K24.1",PGAM1,NCBI
PHGDH,"3-PGDH,3PGDH,HEL-S-113,NLS,NLS1,PDG,PGAD,PGD,PGDH,PHGDHD,SERA",PGD,NCBI
PGK1P2,PGK2,PGK2,NCBI
PGPEP1,"PAP-I,PGI,PGP,PGP-I,PGPI,Pcp",PGP,NCBI
TPGS1,"C19orf20,GTRGEO22,PGs1",PGS1,NCBI
PTCHD1-AS,"DDX53-AS1,PHEX-AS1,PTCHD1AS1,PTCHD1AS2",PHEX-AS1,NCBI
PHF1,"MTF2L2,PCL1,PHF2,TDRD19C,hPHF1",PHF2,NCBI
PGF,"D12S1900,PGFL,PIGF,PLGF,PlGF-2,SHGC-10760",PIGF,NCBI
TP53INP2,"C20orf110,DOR,PIG-U,PIGU,PINH,dJ1181N3.1",PIGU,NCBI
ZNF177,PIGX,PIGX,NCBI
CLSTN1,"ALC-ALPHA,CDHR12,CST-1,CSTN1,PIK3CD,XB31alpha,alcalpha1,alcalpha2",PIK3CD,NCBI
STAG3L5P-PVRIG2P-PILRB,"FDFACT,LOC101735302-LOC101752334-PILRB,PILRB",PILRB,NCBI
LONP1,"CODASS,LON,LONP,LonHS,PIM1,PRSS15,hLON",PIM1,NCBI
PDZD2,"AIPC,PAPIN,PDZK3,PIN1",PIN1,NCBI
BPNT1,"HEL20,HsPIP,PIP",PIP,NCBI
SFI1,"PISD,PPP1R139,hSfi1p",PISD,NCBI
PRKD2,"HSPC187,PKD2,nPKC-D2",PKD2,NCBI
PKNOX2-DT,PKNOX2-AS1,PKNOX2-AS1,NCBI
LGALS13,"GAL13,PLAC8,PP13",PLAC8,NCBI
PRKCSH,"80K-H,AGE-R2,G19P1,GIIB,GIIbeta,GluIIbeta,PCLD,PCLD1,PKCSH,PLD1,VASAP-60",PLD1,NCBI
PLEKHA8P1,"FAPP-2,FAPP2,PLEKHA8,PLEKHA9,hFAPP2",PLEKHA8,NCBI
TNFRSF25,"APO-3,DDR3,DR3,GEF720,LARD,PLEKHG5,TNFRSF12,TR3,TRAMP,WSL-1,WSL-LR",PLEKHG5,NCBI
PLGLB2,"PLGLA,PLGLA1,PLGP1,PLGP2,PRGA",PLGLA,NCBI
TMEM256-PLSCR3,"C17orf61-PLSCR3,PLSCR3",PLSCR3,NCBI
PMF1-BGLAP,"PMF-1,PMF1",PMF1,NCBI
PXMP2,"MPV17L3,PMP22",PMP22,NCBI
PMS2,"HNPCC4,LYNCH4,MLH4,MMRCS4,PMS-2,PMS2CL,PMSL2",PMS2CL,NCBI
PMS2CL,PMS2P13,PMS2P13,NCBI
PMS2P6,"PMS2L14,PMS2L2,PMS2P2,PMS4",PMS2P2,NCBI
PEMT,"PEAMT,PEMPT,PEMT2,PLMT,PNMT",PNMT,NCBI
PPY,"PH,PNP,PP",PNP,NCBI
NPC1,"NPC,POGZ,SLC65A1",POGZ,NCBI
POLG2,"HP55,MTDPS16,MTDPS16A,MTDPS16B,MTPOLB,PEOA4,POLB,POLG-BETA,POLGB",POLB,NCBI
POLGARF,"ORF-Y,POLG",POLG,NCBI
TENT4A,"LAK-1,LAK1,PAPD7,POLK,POLS,TRF4,TRF4-1,TRF41,TUTASE5",POLK,NCBI
POLK,"DINB1,DINP,POLQ",POLQ,NCBI
POLR1D,"AC19,POLR1C,RPA16,RPA9,RPAC2,RPC16,RPO1-3,TCS2",POLR1C,NCBI
POM121L4P,"POM121L1,POM121L1P",POM121L1P,NCBI
NT5C3A,"CNSHA8,NT5C3,P5'N-1,P5N-1,PN-I,POMP,PSN1,UMPH,UMPH1,cN-III,hUMP1,p36",POMP,NCBI
POPDC1,"BVES,CARICK,HBVES,LGMD2X,LGMDR25,POP1",POP1,NCBI
PYDC1,"ASC2,POP1,PYC1,cPOP1",POP1,NCBI
NLRP2B,"CLRX.1,NALP2P,NLRP2P,NOD24,POP4",POP4,NCBI
VDAC2,POR,POR,NCBI
POTEB3,"POTE-15,POTEB",POTEB,NCBI
POTEB2,"POTE-15,POTEB",POTEB,NCBI
POTEB,"A26B1,CT104.5,POTE-15,POTE15,POTEB2",POTEB2,NCBI
LNROP,"POU2F2-AS1,POU2F2-AS2",POU2F2-AS2,NCBI
POU5F1P4,"OCT3,OCT4,OTF-3,OTF3,Oct-3,Oct-4,Oct4-pg4,POU5F1,POU5FLC1",POU5F1,NCBI
POU5F1P3,"OCT3,OCT4,OCT4-pg3,OTF-3,OTF3,OTF3L,Oct-3,Oct-4,POU5F1,POU5F1L,POU5FLC12",POU5F1,NCBI
POU5F1B,"OCT4-PG1,OCT4PG1,OTF3C,OTF3P1,POU5F1P1,POU5F1P4,POU5FLC20,POU5FLC8",POU5F1P4,NCBI
PPAN-P2RY11,"BXDC3,P2RY11,P2Y11,PPAN,SSF1,Ssf-1",PPAN,NCBI
COASY,"DPCK,NBIA6,NBP,PCH12,PPAT,UKR1,pOV-2",PPAT,NCBI
PPIAL4E,"COAS2,PPIAL4F",PPIAL4F,NCBI
HCRT,"NRCLP1,OX,PPOX",PPOX,NCBI
ACKR4,"CC-CKR-11,CCBP2,CCR-11,CCR10,CCR11,CCRL1,CCX CKR,CCX-CKR,CKR-11,PPR1,VSHK1",PPR1,NCBI
NECTIN3,"CD113,CDW113,NECTIN-3,PPR3,PRR3,PVRL3,PVRR3",PPR3,NCBI
PPT2-EGFL8,"PPT-2,PPT2",PPT2,NCBI
PRAMEF26,PRAMEF25,PRAMEF25,NCBI
RBL1,"CP107,PRB1,p107",PRB1,NCBI
PRDX5,"ACR1,AOEB166,B166,HEL-S-55,PLP,PMP20,PRDX6,PRXV,SBBI10,prx-V",PRDX6,NCBI
PITRM1,"MP1,PreP,SCAR30",PREP,NCBI
ZNF395,"HDBP-2,HDBP2,HDRF-2,PBF,PRF-1,PRF1,Si-1-8-14",PRF1,NCBI
PLPPR4,"LPPR4,LPR4,PHP1,PRG-1,PRG1",PRG1,NCBI
IER3,"DIF-2,DIF2,GLY96,IEX-1,IEX-1L,IEX1,PRG1",PRG1,NCBI
SRGN,"PPG,PRG,PRG1",PRG1,NCBI
PXDN,"ASGD7,COPOA,D2S448,D2S448E,MG50,PRG2,PXN,VPO,hsPxd01",PRG2,NCBI
PLPPR3,"LPPR3,LPR3,PRG-2,PRG2",PRG2,NCBI
PLPPR1,"LPPR1,PRG-3,PRG3",PRG3,NCBI
AIFM2,"AMID,FSP1,PRG3",PRG3,NCBI
PLPPR2,"LPPR2,PRG4",PRG4,NCBI
PRH1-PRR4,PRH1,PRH1,NCBI
PRH1,"Db-s,PA,PIF-S,PRH2,PRP-1/PRP-2,Pr1/Pr2",PRH2,NCBI
PRKCA,"AAG6,PKC-alpha,PKCA,PKCI+/-,PKCalpha,PRKACA",PRKACA,NCBI
PXDNL,"PMR1,PRM1,VPO2",PRM1,NCBI
FBXO11,"FBX11,IDDFBA,PRMT9,UBR6,UG063H01,VIT1",PRMT9,NCBI
PRPH2,"AOFMD,AVMD,CACD2,DS,MDBS1,PRPH,RDS,RP7,TSPAN22,rd2",PRPH,NCBI
PRPS1L1,"PRPS1,PRPS3,PRPSL,PRS-III",PRPS1,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",PRR20A,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",PRR20A,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",PRR20A,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",PRR20A,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",PRR20B,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",PRR20B,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",PRR20B,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",PRR20B,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",PRR20C,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",PRR20C,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",PRR20C,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",PRR20C,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",PRR20D,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",PRR20D,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",PRR20D,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",PRR20D,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",PRR20E,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",PRR20E,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",PRR20E,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",PRR20E,NCBI
PRR23D2,PRR23D1,PRR23D1,NCBI
PRR23D1,PRR23D2,PRR23D2,NCBI
NECTIN3,"CD113,CDW113,NECTIN-3,PPR3,PRR3,PVRL3,PVRR3",PRR3,NCBI
MIRLET7BHG,"PRR34-AS1,linc-Ppara",PRR34-AS1,NCBI
NECTIN4,"EDSS1,LNIR,PRR4,PVRL4,nectin-4",PRR4,NCBI
PRSS58,"PRSS1,TRY1,TRYX3,UNQ2540",PRSS1,NCBI
PRDX6,"1-Cys,AOP2,HEL-S-128m,LPCAT-5,NSGPx,PRX,aiPLA2,p29",PRX,NCBI
SFTPA1,"COLEC4,ILD1,PSAP,PSP-A,PSPA,SFTP1,SFTPA1B,SP-A,SP-A1,SP-A1 beta,SP-A1 delta,SP-A1 epsilon,SP-A1 gamma,SPA,SPA1",PSAP,NCBI
MTCH1,"CGI-64,PIG60,PSAP,SLC25A49",PSAP,NCBI
SFTPA2,"COLEC5,ILD2,PSAP,PSP-A,PSPA,SFTP1,SFTPA2B,SP-2A,SP-A,SPA2,SPAII",PSAP,NCBI
PISD,"DJ858B16,LIBF,PSD,PSDC,PSSC,dJ858B16.2",PSD,NCBI
FBXL15,"FBXO37,Fbl15,JET,PSD",PSD,NCBI
PSG7,"PS-beta-G-7,PSBG-7,PSG1,PSGGA",PSG1,NCBI
PSG2,"CEA,PSBG2,PSG1",PSG1,NCBI
PSG8,PSG1,PSG1,NCBI
PSG9,"PS34,PSBG-11,PSBG-9,PSG11,PSGII",PSG11,NCBI
PSG4,"PSBG-4,PSBG-9,PSG9",PSG9,NCBI
RNU1-93P,"HTR2B,PSMD1,TSARG1",PSMD1,NCBI
CDSN,"HTSS,HTSS1,HYPT2,PSS,PSS1",PSS,NCBI
CHST8,"GALNAC4ST1,GalNAc4ST,PSS3",PSS3,NCBI
PTRH2,"BIT1,CFAP37,CGI-147,IMNEPD,PTH,PTH 2,PTH2",PTH,NCBI
PTENP1,"PTEN-rs,PTEN2,PTENpg1,PTH2,psiPTEN",PTH2,NCBI
PTRH2,"BIT1,CFAP37,CGI-147,IMNEPD,PTH,PTH 2,PTH2",PTH2,NCBI
PTMAP4,PTMA,PTMA,NCBI
RNU6-1342P,"COPS7B,PTMAP7,RNU6-840P",PTMAP7,NCBI
PTPRA,"HEPTP,HLPR,HPTPA,HPTPalpha,LRP,PTPA,PTPRL2,R-PTP-alpha,RPTPA",PTPA,NCBI
AGAP12P,"CTGLF12P,PTPN20CP",PTPN20CP,NCBI
PTPRU,"FMI,PCP-2,PTP,PTP-J,PTP-PI,PTP-RO,PTPPSI,PTPRO,PTPU2,R-PTP-PSI,R-PTP-U,hPTP-J",PTPRO,NCBI
PTPRR,"EC-PTP,PCPTP1,PTP-SL,PTPBR7,PTPRQ",PTPRQ,NCBI
PITX3,"ASGD1,ASMD,ASOD,CTPP4,CTRCT11,PTX3",PTX3,NCBI
MB,"MYOSB,PVALB",PVALB,NCBI
PXDN,"ASGD7,COPOA,D2S448,D2S448E,MG50,PRG2,PXN,VPO,hsPxd01",PXN,NCBI
RAB43,"RAB11B,RAB41",RAB11B,NCBI
RAB35,"H-ray,RAB1C,RAY",RAB1C,NCBI
RAB43,"RAB11B,RAB41",RAB41,NCBI
RAB42P1,"RAB42,RAB42P",RAB42,NCBI
MIA-RAB4B,RAB4B,RAB4B,NCBI
RNASE1,"RAC1,RIB1,RNS1",RAC1,NCBI
NCOA3,"ACTR,AIB-1,AIB1,CAGH16,CTG26,KAT13B,RAC3,SRC-3,SRC3,TNRC14,TNRC16,TRAM-1,bHLHe42,pCIP",RAC3,NCBI
ERCC4,"ERCC11,FANCQ,RAD1,XFEPS,XPF",RAD1,NCBI
RNASE6,"RAD1,RNS6,RNasek6",RAD1,NCBI
RRAD,"RAD,RAD1,REM3",RAD1,NCBI
ATRX,"JMS,MRX52,RAD54,RAD54L,XH2,XNP,ZNF-HX",RAD54L,NCBI
RNASE7,RAE1,RAE1,NCBI
ULBP2,"ALCAN-alpha,N2DL2,NKG2DL2,RAET1H,RAET1L",RAET1L,NCBI
RNASE3,"ECP,RAF1,RNS3",RAF1,NCBI
DXO,"DOM3L,DOM3Z,NG6,RAI1",RAI1,NCBI
RNASE12,"HEL-S-85p,RAI1",RAI1,NCBI
REPS1,"NBIA7,RALBP1",RALBP1,NCBI
SYNGAP1,"MRD5,RASA1,RASA5,SYNGAP",RASA1,NCBI
RASSF5,"Maxp1,NORE1,NORE1A,NORE1B,RAPL,RASSF3",RASSF3,NCBI
RIN2,"MACS,RASSF4",RASSF4,NCBI
RASSF3,RASSF5,RASSF5,NCBI
PRKRA,"DYT16,HSD14,PACT,RAX",RAX,NCBI
RBAK-RBAKDN,"RBAK,RBAK-LOC389458,ZNF769,hRBaK",RBAK,NCBI
RBM14-RBM4,"COAZ,PSP2,RBM14,SIP",RBM14,NCBI
SEMA3F-AS1,RBM5-AS1,RBM5-AS1,NCBI
RBMX,"HNRNPG,HNRPG,MRXS11,MRXSG,MRXSH,RBMXP1,RBMXRT,RNMX,hnRNP-G",RBMXP1,NCBI
RBMY1D,"RBM1,RBM2,RBMY1A1,YRRM1,YRRM2,hRBMY",RBMY1A1,NCBI
RBMY1A1,"RBM,RBM1,RBM2,RBMY,RBMY1C,YRRM1,YRRM2",RBMY1C,NCBI
RBMY1B,RBMY1D,RBMY1D,NCBI
ARID4A,"RBBP-1,RBBP1,RBP-1,RBP1",RBP1,NCBI
RIMBP2,"PPP1R133,RBP2,RIM-BP2",RBP2,NCBI
KDM5A,"NEDEHC,RBBP-2,RBBP2,RBP2",RBP2,NCBI
E2F1,"E2F-1,RBAP1,RBBP3,RBP3",RBP3,NCBI
POLR2D,"HSRBP4,HSRPB4,RBP4,RPB16,RPB4",RBP4,NCBI
CRABP1,"CRABP,CRABP-I,CRABPI,RBP5",RBP5,NCBI
CNOT9,"CAF40,CT129,RCD-1,RCD1,RQCD1",RCD1,NCBI
KANSL3,"KIAA1310,NSL3,Rcd1",RCD1,NCBI
RCAN1,"ADAPT78,CSP1,DSC1,DSCR1,MCIP1,RCN1",RCN1,NCBI
RCAN2,"CSP2,DSCR1L1,MCIP2,RCN2,ZAKI-4,ZAKI4",RCN2,NCBI
RCAN3,"DSCR1L2,MCIP3,RCN3,hRCN3",RCN3,NCBI
KCTD11,"C17orf36,KCASH1,REN,REN/KCTD11",REN,NCBI
IK,"CSA2,RED,RER",RER,NCBI
SLC19A1,"CHMD,FOLT,IFC-1,IFC1,IMD114,MEGAF,REFC,RFC,RFC1,RFT-1,hRFC,hSLC19A1",RFC1,NCBI
SLC52A1,"GPCR42,GPR172B,PAR2,RBFVD,RFT1,RFVT1,hRFT1,huPAR-2",RFT1,NCBI
ARHGAP9,"10C,RGL1",RGL1,NCBI
RGPD1,"RGP1,RGPD2,RanBP2L2,ranBP2L6",RGP1,NCBI
RGPD1,"RGP1,RGPD2,RanBP2L2,ranBP2L6",RGPD2,NCBI
RGL4,Rgr,RGR,NCBI
RGS18,RGS13,RGS13,NCBI
RIEG2,"ARS,RGS2",RGS2,NCBI
RGS9BP,"PERRS,PERRS2,R9AP,RGS9",RGS9,NCBI
RHEBP1,"RHEB,RHEB1",RHEB,NCBI
RHOD,"ARHD,RHOHP1,RHOM,Rho",RHO,NCBI
INSL6,RIF1,RIF1,NCBI
LRIF1,"C1orf103,FSHD3,HBiX1,RIF1",RIF1,NCBI
PRICKLE1,"EPM1B,RILP",RILP,NCBI
BCL11B,"ATL1,ATL1-alpha,ATL1-beta,ATL1-delta,ATL1-gamma,CTIP-2,CTIP2,IDDFSTA,IMD49,RIT1,SMARCM2,ZNF856B,hRIT1-alpha",RIT1,NCBI
INSL3,"RLF,RLNL,ley-I-L",RLF,NCBI
RMND1,"C6orf96,COXPD11,RMD1,bA351K16,bA351K16.3",RMD1,NCBI
RMDN1,"CGI-90,FAM82B,RMD-1,RMD1",RMD1,NCBI
RNA18SN1,RNA18S4,RNA18S4,NCBI
